A,B,C,D,class
-0.8246968988246547,-0.143577240686637,0.6476885381006925,-0.13826430117118466,0
0.056620856589130096,0.39982810112513895,1.5792128155073915,-0.23413695694918055,0
0.5617273677990773,0.35344669017361335,-0.46341769281246226,0.5425600435859647,0
-0.1101043361873736,-0.3615669638440169,-1.7249178325130328,-1.913280244657798,0
1.3029863716982364,0.6713849554861819,-0.9080240755212109,0.3142473325952739,0
-1.1099543337208002,-1.7471210927593646,0.06752820468792384,-0.22577630048653566,0
0.44659001527808606,0.6146072768846633,-1.1509935774223028,0.11092258970986608,0
0.17124818523721885,0.9996121719975959,-0.6017066122293969,-0.2916937497932768,0
0.2861444064980476,-0.2598334717487855,0.822544912103189,-1.0577109289559004,0
-0.24759456121668,-0.15955554010908402,-1.3281860488984305,-1.9596701238797756,0
-0.652439355411563,-0.7870970217343738,-0.11564828238824053,0.1713682811899705,0
1.204705261603753,1.6774646932740345,-0.4606387709597875,-0.7198442083947086,0
-0.2488106645597289,-0.421024695748033,0.324083969394795,-1.763040155362734,0
0.45154138720209686,0.8680225176896814,1.030999522495951,0.6116762888408679,0
0.5998295390046728,1.036106582877527,0.33126343140356396,-0.3092123758512146,0
0.7345212078188537,0.19956134250287016,-1.1063349740060282,-0.18565897666381712,0
-1.0163489868066944,-0.5675554313379103,-0.07201012158033385,1.356240028570823,0
-0.6963946278311756,-0.008563764931519353,0.36139560550841393,-0.6451197546051243,0
-0.14886408352665392,0.21870189060540995,-2.6197451040897444,1.5646436558140062,0
0.35959093305770656,-0.5292769075449079,0.0917607765355023,-0.29900735046586746,0
0.32999841528617,0.09822092753146415,1.477894044741516,0.3571125715117464,0
0.7145111047616003,0.861533070537109,0.9154021177020741,-0.5017570435845365,0
0.2997507713285236,0.7329419803077601,0.09707754934804039,0.5132674331133561,0
1.0115286035269913,0.35702482150489206,-0.39210815313215763,-0.3276621465977682,0
-0.23616706650026348,-0.34107762187499124,0.00511345664246089,0.26105527217988933,0
1.5589274055207485,1.2001381033642609,-0.3427145165267695,-0.42064532276535904,0
0.11816508055095198,0.19623865192199746,1.8861859012105302,0.4040508568145384,0
-0.24510038639485673,-0.25695775196513915,-1.9187712152990415,-0.07444591576616721,0
-0.1261331825532211,0.008722888625250433,-0.19236096478112252,2.463242112485286,0
-0.13430448949538223,0.2019701856276575,1.1428228145150205,-1.168678037619532,0
-0.4575391437268526,-1.0844659978736262,1.4027943109360992,-0.9093874547947389,0
-0.4453695184167905,-0.6986255621959093,-0.9905363251306883,2.1904556258099785,0
-0.11245928340945975,-0.08179698892828326,-1.5506634310661327,-0.5034756541161992,0
0.6888297139130249,1.3819814519700073,-0.9194242342338032,0.4735924306351816,0
1.0386505042920975,0.4881912477670704,0.8135172173696698,-0.3220615162056756,0
-0.26298590628964574,-0.18041513456438343,-1.6074832345612275,1.307142754282428,0
0.04196065989018953,-0.5485654897489267,-1.236950710878082,0.7818228717773104,0
-0.5861938847193842,-0.43125753529571903,0.25049285034587654,0.29698467323318606,0
0.8225399441141853,0.5030722780081199,0.29307247329868125,0.23225369716100355,0
-1.965341895369246,-1.6717221954136392,-1.1913034972026486,0.4738329209117875,0
1.133512324312716,0.7664920339594067,1.158595579007404,0.787084603742452,0
-1.3631187056901315,-0.5148470959983702,0.82206015999449,0.4127809269364983,0
0.42159547552662996,0.056754024741391004,-0.8895144296255233,-0.7537361643574896,0
-0.10981434694011927,0.2601132479986182,0.27669079933001905,0.3411519748166439,0
-0.6209209933020742,0.5955756400565936,-0.2646568332379561,1.4535340771573169,0
-0.7177092084679855,-0.5019409849175319,-1.0708924980611123,-0.8571575564162826,0
0.23408962117174256,0.20151954128611013,0.47323762457354485,0.714000494092092,0
0.633855830253274,1.0168490142445035,-0.4465149520670211,-1.5148472246858646,0
-0.29483235485330284,-0.12251318405614713,0.173180925851182,-1.245738778711988,0
1.1170535942995008,0.6059017378570101,0.058208718445999896,0.1537251059455279,0
-0.5843652843665589,-0.11309067973079617,1.083051243175277,0.5607845263682344,0
1.2278999692496646,1.4576720316744787,0.5150352672086598,-0.9378250399151228,0
-0.7559265840551616,-0.24808619118378442,0.570890510693167,3.852731490654721,0
-1.0995565763206296,-0.7601352223500353,-0.3152692446403456,0.651391251305798,0
0.734949228931347,0.7715644571847692,-0.48536354782910346,-0.23681860674000887,0
-1.8954358711444121,-2.616664334418984,0.6862601903745135,-1.867265192591748,0
0.7009733426456938,0.21899122547662506,0.06428001909546277,1.088950596967366,0
0.648790202761691,0.745593426885496,-0.7303666317171367,0.6795977489346758,0
-0.1861665377590312,0.09733066746762478,2.1439440893253257,-0.6516003476058171,0
1.7832549428174969,2.164474719395736,-0.661786464768388,0.18645431476942764,0
0.578864918546175,0.9660424117537594,0.5049872789804571,-0.11473644146689901,0
1.3159930808108349,1.0238153656663171,-0.4749453111609562,-0.3345012358409484,0
-1.9259921112765594,-1.5155117697616014,-1.2608839543350452,0.40498171096095553,0
-1.9601439715893507,-2.1767000323794563,-1.5193699659540134,1.0324652605511468,0
-1.4080456825421803,-1.0616188023113402,0.44381942814622843,-0.7076694656187807,0
1.1325201079742513,0.6744000277074222,-3.2412673400690726,-0.05952535606180008,0
0.5659623168232905,-0.07361635088774847,1.6324113039316352,-1.2477831819648495,0
0.7499708490758833,0.10783377380462193,1.4412732890661155,0.13074057728609134,0
-1.2370412662682235,-1.030382310049924,-0.9815086510479509,0.010233061019587049,0
-0.1078606519857046,-0.28017813103327377,0.06980208499001891,-0.6002168771587947,0
0.1661409380247056,-0.38742698177122376,1.586016816145352,0.6621306745210467,0
-2.2105754899420775,-1.947472036735619,-0.15178509503558332,-1.9520877995225019,0
-0.1636386344509042,-0.38411535502452077,-0.20812225035727522,-0.6226995198205938,0
0.729381003727824,0.41950241227488627,0.35701548596504734,0.8496020970210246,0
-1.0176107869599325,-0.7360322087327992,0.8128621188389601,0.30729952087660933,0
0.6715214479376282,0.9444873289283919,0.7472936051232618,-0.5601810401969696,0
0.15265173768281287,-0.11190703011336238,1.277664895788425,0.117327383308782,0
-0.7789385393994503,-0.2875505927701339,-0.2176812032272203,-0.20219265243389406,0
-0.8092129420108881,-0.7998197384749904,1.305478807154329,0.8135096360006385,0
-0.6355846647677831,-0.693786408040902,0.3241663524884421,-0.31026675659345604,0
-0.5624119906748598,0.37333204606279685,-0.8182206832334725,0.5951570254369136,0
0.803523292582908,1.1575656123732556,1.1581108735000678,-1.2141886127877322,0
-0.40768457355759824,-0.8089489271078321,-0.012246772846914623,0.6283455092642799,0
-0.04100211374814515,-0.10676817407452563,0.9751197334177512,-0.6771617115121117,0
0.9306477830008262,0.6785424988697549,0.41293145427562433,-0.32138584165299344,0
0.9147572502552928,0.6880453700834043,0.24496657110872277,0.2436872114919123,0
0.7738298168763471,0.14439288180146617,-1.4480843414973241,0.2320499373576363,0
0.3703531280637797,1.030152486489005,0.3109075655980046,-0.21344715171184725,0
-0.6117708156426614,-1.0601155773966247,-0.01901620790268883,-0.1599385299634271,0
0.20301883520695918,-0.16693008936789802,0.3227185603380895,-0.2886586389201383,0
-0.5960218385973844,-0.416370895003037,-0.1087601484568576,1.5327389130025777,0
-0.6754849019661772,-0.6698534091365742,0.22409248181041677,-0.40122047188583626,0
